Patch Number,"Regional strain value, cardiac phase_1","Regional strain value, cardiac phase_2","Regional strain value, cardiac phase_3","Regional strain value, cardiac phase_4","Regional strain value, cardiac phase_5","Regional strain value, cardiac phase_6","Regional strain value, cardiac phase_7","Regional strain value, cardiac phase_8","Regional strain value, cardiac phase_9","Regional strain value, cardiac phase_10","Regional strain value, cardiac phase_11","Regional strain value, cardiac phase_12","Regional strain value, cardiac phase_13","Regional strain value, cardiac phase_14"
7677,0,-0.0026189023136679,0.0217990070383667,-0.0310660826863843,-0.0675861417826827,-0.0579952215208522,-0.0718357838857414,-0.103548630730224,-0.0845696154053667,-0.0960307612348765,-0.0762958380114791,-0.0474325903493957,-0.014837971047275,-0.0120713410926554
7678,0,-0.0242700941198808,-0.00888542232325151,-0.0382103379173719,-0.0542004559296576,-0.0774356779610947,-0.108147356324739,-0.0839420819710177,-0.0576556605450397,-0.0584429719268359,-0.0571629153357476,-0.0359628595976395,0.000762410282630688,0.0163856071836059
7679,0,-0.0113561472791807,0.0216162208541835,-0.045444150942306,-0.0669011231881588,-0.0724082891298754,-0.0785080074843886,-0.116081374122699,-0.0890776054077768,-0.104987674447747,-0.0867665113361764,-0.0501130023513603,-0.0350143632596163,-0.0152631600229821
7680,0,-0.0243711814956677,-0.0188582701113517,-0.0419599001273689,-0.0630985790217976,-0.0793388765430517,-0.110473189551833,-0.0844782275616375,-0.0608968827141799,-0.0635584747209141,-0.0561599646313699,-0.0412824023058739,0.00319400349377275,0.0116500312185637
7681,0,-0.000815525806266648,0.0178307617380951,-0.0384333884657012,-0.0737578319822618,-0.0710882944426786,-0.0805006996552943,-0.105883314151069,-0.0911120694609396,-0.0989723628648476,-0.0800674782298449,-0.0542353843070978,-0.0214180894334881,-0.0164556702968719
7682,0,-0.0173293323246306,-0.0276384861052484,-0.0421625280146741,-0.0667600148090252,-0.0793582304178094,-0.11001611934416,-0.0857305005312462,-0.0647975411932983,-0.065895881500081,-0.0540804781603841,-0.0447185619409659,0.00735215933651334,0.0090619847653497
7683,0,-0.0112788353272668,0.0173634128426097,-0.0527135413471368,-0.0744525199926299,-0.0758776166841217,-0.0803342559886455,-0.110668228257736,-0.0897188449727869,-0.10247458438259,-0.0867744335334876,-0.0525571959829436,-0.0376590623603014,-0.0177311746304945
7684,0,-0.0152115640974394,-0.0382093479875077,-0.043736225500925,-0.0777283850620204,-0.0812546344555629,-0.112365720633686,-0.0859586119897904,-0.0650623352969103,-0.0664258530335234,-0.0461096194311774,-0.0441391753970857,0.0188416354695504,0.0034461113717017
7685,0,-0.0217881574399331,-0.00177832021590019,-0.0702487567557815,-0.0979180629118208,-0.084962110512972,-0.0965860305245101,-0.106625248484924,-0.0951491611509675,-0.1031048146414,-0.0896971011063963,-0.0631755986111817,-0.0523553801822937,-0.0298497656306372
7686,0,-0.0214801268356275,-0.0245705553506395,-0.0367130484531915,-0.0694549439100853,-0.07608881895307,-0.102630452757766,-0.0808529630690619,-0.0601908816365249,-0.066313460481478,-0.0549250267704087,-0.0415158118420669,0.00495145979068301,0.0146916949483016
7687,0,-0.0162318140385036,-0.00165889071433378,-0.0762996347460358,-0.0955917850700285,-0.103181603269496,-0.108771429345673,-0.120763517054956,-0.0988664016345621,-0.108501431853242,-0.0952228920079455,-0.0696619255481603,-0.0588276133484685,-0.0271490410811429
7688,0,0.00442194333069534,-0.0369162132181398,-0.0404003394225965,-0.0768557014852457,-0.0816582531813677,-0.106089822749294,-0.0881480949988142,-0.0752194215078708,-0.067664868199839,-0.0497207836131417,-0.0465008539287227,0.017407054106868,0.0110335592352575
7689,0,-0.0147595609055704,-0.00954067258647573,-0.0774053313910522,-0.104901667280779,-0.094873680218002,-0.104374992148284,-0.104279956470096,-0.0954834611870129,-0.0961357367578775,-0.086522736468291,-0.0635916823531497,-0.0473168994998192,-0.0270924096003988
7690,0,0.0125548031229448,-0.0539915661703089,-0.0468307462666926,-0.0937713412745345,-0.0904011782783766,-0.116228134398852,-0.0931015452150812,-0.0807701547100028,-0.0679421268232808,-0.0372784989224534,-0.049851419278791,0.0327885767080249,0.000676729929110609
7691,0,-0.000977553985459068,-0.0121032171161425,-0.0566214576882624,-0.10297341817498,-0.0837883070096744,-0.092418089080798,-0.0889514761460933,-0.0955802050284613,-0.0847835601101199,-0.0708642945836419,-0.0513063333081493,-0.0173317562053658,-0.0250095714099063
7692,0,0.0119996721682543,-0.0424836672403958,-0.0370702171219782,-0.101738969012102,-0.0871195558129985,-0.126257251466074,-0.100557987615945,-0.0910484953987384,-0.0757307611897254,-0.0486799604614593,-0.0564844461134217,0.0177377579429159,-0.00252273707425588
7693,0,-0.00769985149854002,-0.0219238843601931,-0.0771595419931981,-0.116121072894484,-0.110229668288127,-0.117641556058199,-0.109664769883042,-0.104518417854231,-0.0966520647513598,-0.0835781829131895,-0.0625300884661849,-0.039380037939168,-0.0339855840775919
7694,0,-0.00473027081456234,-0.0413601323819466,-0.0418225890844744,-0.11521182365412,-0.0914901012825361,-0.133754026078398,-0.10933698589674,-0.0973129258179142,-0.0844730646005427,-0.0635047882276359,-0.0620371139992743,-0.00100573841043117,-0.000921560438573166
7695,0,-0.0219665893972728,-0.0379885277905634,-0.110528394737773,-0.137547896597053,-0.138038609067003,-0.146694717161393,-0.128973577984932,-0.10912324725139,-0.106071513511965,-0.098226506460477,-0.0730869222464369,-0.0674798806251509,-0.041971963943284
7696,0,-0.0264642821777148,-0.0467009648977231,-0.0525949240280006,-0.120641950327852,-0.0972273249077277,-0.130376497334062,-0.109475476947203,-0.0971989619197314,-0.0894325326243672,-0.0737144500362115,-0.0652903809073415,-0.0106592107166531,0.00200678651055197
7697,0,-0.0214181432376342,-0.0538040762661665,-0.109260232195108,-0.154828547719954,-0.14811820721994,-0.159545880359731,-0.132962761128694,-0.113460128638104,-0.105687466306756,-0.0931250532140359,-0.0692275250438255,-0.0555484288105202,-0.0487805685904974
7698,0,-0.024921269685062,-0.0503325084408954,-0.0512312002414927,-0.121184613424999,-0.0991964797737417,-0.127497481580708,-0.108116760730585,-0.103439603157765,-0.0921389750824847,-0.0768322853958772,-0.0678625675879707,-0.0121062470290276,-0.000223047251374675
7699,0,-0.0201605710323929,-0.0721435032305867,-0.096353707385481,-0.17394372568446,-0.152209292249476,-0.170926902356197,-0.13628384834832,-0.118401881157611,-0.104094895718816,-0.0822071890745401,-0.0606847137623528,-0.0320987220497133,-0.055150910529396
7700,0,-0.0257069468574181,-0.0746426209702954,-0.100436784796234,-0.172941613273833,-0.148647323745282,-0.161623991676542,-0.131257523771604,-0.116621131878187,-0.105506024281815,-0.0844332892817924,-0.0601767772877175,-0.0372278299086443,-0.0542623025952902
7701,0,0.0205567114700205,-0.0553825681948915,-0.0452764382027405,-0.118084749788635,-0.099606557038123,-0.109480740647051,-0.0960124952234455,-0.0960433562625489,-0.0712255295889253,-0.0457597231106037,-0.0454743691097388,0.0218848588040315,0.00279086703630171
7702,0,0.00768808825991196,-0.0450882317752237,-0.054014739381583,-0.172913464979518,-0.111476167605415,-0.174491385519406,-0.119949890526708,-0.109455084323224,-0.0938498309963615,-0.0591204775938394,-0.0568479614779531,0.0153109998949077,-0.0453008605678985
7703,0,-0.0222707018766144,-0.0962314424350644,-0.147474588605162,-0.215624092995151,-0.161631876755019,-0.112895087190043,-0.0722021131698298,-0.117165212346789,-0.143218264927518,-0.114519426712699,0.028574601625623,0.103692533204702,-0.0213535461264566
7704,0,-0.0109269410893702,-0.0743843077206264,-0.0691330874118399,-0.155857416398931,-0.1293894004482,-0.141854221586091,-0.113979898922107,-0.109705368148134,-0.0903120883148556,-0.062435546814367,-0.047782679800254,-0.0051468706469403,-0.0412520464931693
7705,0,-0.0191267440678546,-0.070944867316319,-0.077681078759205,-0.166522795718383,-0.140639514287971,-0.16418642695446,-0.132153607195137,-0.118664004044284,-0.100355030822315,-0.0756511443273827,-0.0548943526447743,-0.0210586258883103,-0.0487579600078155
7706,0,0.0287214713026753,-0.0548915140266468,-0.0399953701643342,-0.122674870360618,-0.0995388432185061,-0.110297154299398,-0.0973142405094956,-0.102491322289937,-0.0714409523106466,-0.045025134281991,-0.0470467433436547,0.0206697018214923,0.00138287323847597
7707,0,-0.0222707018766144,-0.0962314424350644,-0.147474588605162,-0.215624092995151,-0.161631876755019,-0.112895087190043,-0.0722021131698298,-0.117165212346789,-0.143218264927518,-0.114519426712699,0.028574601625623,0.103692533204702,-0.0213535461264566
7708,0,-0.00627654670156597,-0.0827912179276332,-0.0757541780118076,-0.169223031996926,-0.137908331473818,-0.144838066664652,-0.11271537484067,-0.11538139544831,-0.0948281177666774,-0.0625535318806926,-0.0523372202901702,-0.00107644313960997,-0.0519614881837919
7709,0,0.0240144803349376,-0.0526850561641881,-0.0337063356157881,-0.12434906921957,-0.092423311151783,-0.105456823125981,-0.0966899786511448,-0.115828374171006,-0.0804795844312267,-0.0610930147921979,-0.0528147495388488,0.00249684719935162,-0.000413336231794736
7710,0,-0.0131477674446837,-0.107425157442469,-0.0881494961142932,-0.198926165681584,-0.148505904641102,-0.154596981902277,-0.115691632082796,-0.128723368805092,-0.102511158801691,-0.0695484378084816,-0.0527505367057065,-0.00469789060076176,-0.0674767277440128
7711,0,0.0322503016701758,-0.065004994758748,-0.0487401218922746,-0.149273503333536,-0.109083734647472,-0.12221296815801,-0.105391001848666,-0.119576640986711,-0.0784378893457175,-0.0539457914158828,-0.0463189391668831,0.014799322364526,-0.013075430345731
7712,0,0.00773892269773357,-0.0784862929641132,-0.0739436363535256,-0.158923614640365,-0.145350573062638,-0.143815166019354,-0.11809626483789,-0.116940703660881,-0.0867924235872274,-0.0550553694611156,-0.0467386663846456,-0.00389868317118525,-0.0561807750271568
7713,0,0.036357305603683,-0.0672700370216766,-0.0523162115858657,-0.167304701156938,-0.119333312847494,-0.14092561579969,-0.11299877824468,-0.119142575680612,-0.0751716325389019,-0.0464288269142956,-0.0429429458452875,0.0254457144063245,-0.0218998019535622
7714,0,0.0322433323130942,-0.0715715013146631,-0.0558093799726148,-0.186198570999554,-0.12115180793816,-0.155169751221007,-0.117556838288472,-0.127112914546483,-0.0818256461006875,-0.0534482420111176,-0.0433929794855832,0.024655081759329,-0.0346145991791926
7715,0,0.0156863882271412,-0.0838983276385027,-0.0736625411897162,-0.210647258490447,-0.136833761467345,-0.176483837111387,-0.126446936763993,-0.132819669084711,-0.0906158554155025,-0.0621886071337603,-0.0467451042086092,0.021065282492406,-0.0516149045527333
7716,0,0.000743774635255212,-0.0918891136023281,-0.0807366333424424,-0.209377706312145,-0.146066410214898,-0.178150438985117,-0.127485733352738,-0.131933171181602,-0.0939457993353346,-0.0640628393056535,-0.0498560771949561,0.0115603980309777,-0.0598656008507978
7717,0,0.0222386173068334,-0.0589930310123046,-0.0660451356882064,-0.134427682153886,-0.147092406896742,-0.141384198193595,-0.122991924641228,-0.105250917083697,-0.0744850033104518,-0.0426091075437467,-0.0413052805019316,0.0020944518286814,-0.0503419082983048
7718,0,0.0307918925535144,-0.0770475912098827,-0.0589756091661578,-0.193190724235873,-0.125672782573779,-0.157620808621405,-0.118730344558434,-0.127405878090217,-0.0811983260975223,-0.0523402651009565,-0.0415054972022876,0.0246973762439382,-0.0387778067045327
7719,0,0.0283922994374142,-0.082201093770753,-0.0675091571767856,-0.218952277943764,-0.13055552157249,-0.176395268546236,-0.124005225879029,-0.131103359472081,-0.0863662219764144,-0.0557672935253607,-0.0383500797252733,0.0327754864794536,-0.0547457244228977
7720,0,0.0244057663996706,-0.0833899824034435,-0.0710329699277097,-0.200305269589734,-0.139028606414361,-0.16892347941047,-0.122079992598276,-0.115141224087129,-0.0824828402936879,-0.0457572643667479,-0.0346953584626798,0.0344175822595465,-0.0587909957813177
7721,0,-0.00881909440236617,-0.101957741129796,-0.0857924218167376,-0.195034602334468,-0.150452989112467,-0.161160902271662,-0.122256163881164,-0.135350486074414,-0.0986214215816968,-0.0702735970046167,-0.0559099499225092,-0.00951341942193684,-0.0598872685438114
7722,0,1.99039575716764e-05,-0.0792178532865392,-0.0907880247501989,-0.173968234151101,-0.172040504322771,-0.180250190958408,-0.131607704950663,-0.103687337123254,-0.0710535060155544,-0.0456435574080157,-0.0316729189783334,-0.00152656594951406,-0.0632474506071168
7723,0,0.0182321951084907,-0.0843210936219021,-0.0674953865647113,-0.188052904521352,-0.13960377976454,-0.16254486332239,-0.119837612632021,-0.110049719693906,-0.0792002197286632,-0.0408812696992563,-0.0357684221807426,0.0281123820842366,-0.0566768939887479
7724,0,-0.0128055127741783,-0.11853773086423,-0.110993693329668,-0.235784476537887,-0.181080664789041,-0.198278099910448,-0.134924405523497,-0.135556988975103,-0.100716941654155,-0.0724782129072985,-0.0486966555792431,-0.00552183485261926,-0.0822467383343681
7725,0,-0.025772792339922,-0.111737042105084,-0.109449193640839,-0.235766634131873,-0.187389279237607,-0.214334177026093,-0.135864427747938,-0.124400525580974,-0.0858429405063079,-0.0626421217033152,-0.0369242788887821,-0.0103595788667091,-0.0818697530249332
7726,0,-0.00883985444902247,-0.0565081288106438,-0.059857689516465,-0.115293400607418,-0.107212089782229,-0.120992821159912,-0.122713058486633,-0.0753946886227106,-0.067112928621729,-0.0520489737644472,-0.0267554601355214,0.084592519453214,0.0131675102370101
7727,0,-0.0123213153493439,-0.0269765895657061,-0.055541228946156,-0.10947650671519,-0.108594223046226,-0.122788808911319,-0.120933395433343,-0.0765776599644262,-0.0504765328881263,-0.0499266167415721,-0.0154512278270458,0.0773927446255092,0.00804780666952909
7728,0,-0.001235948771388,-0.00568011715979411,-0.0554511881570902,-0.105492357659097,-0.126003893803465,-0.134746961164645,-0.127949569955837,-0.0791895517004628,-0.0381402029313519,-0.0558004033555198,-0.0113299077267671,0.0434205628056847,-0.0113138536047567
7729,0,-0.00540683303715095,-0.0385563733731374,-0.0371648425091797,-0.115397451237268,-0.117336715523289,-0.143353371693077,-0.116296518625127,-0.0654919688996074,-0.0355612570653971,-0.0399107582447806,0.00186313723606424,0.061628776038589,-0.00260932706031813
7730,0,0.00351441996338431,0.00469277164602078,-0.00834502389047354,-0.095157307814527,-0.0951003370146907,-0.130262821724123,-0.0930239259326346,-0.0573731822409268,-0.0117283337180436,-0.0267688513511167,0.0218096653519797,0.0588292267159862,-0.00594245314346098
7731,0,-0.00203151013307712,-0.0615199023939975,-0.0555172792955879,-0.116859740661657,-0.102946382434916,-0.115673183264265,-0.123174804829726,-0.0798129311180741,-0.0740586571281517,-0.0522974990383154,-0.0379696661055801,0.0910746031383702,0.0171164711799061
7732,0,-0.00572740829843821,-0.00202866555870829,-0.00653549799678121,-0.0955619324772491,-0.0811232137166917,-0.122387998224025,-0.0877135658165099,-0.055857123635246,-0.019996521988885,-0.0240578765367572,0.0258189649510832,0.06626070600918,0.00192774114407257
7733,0,0.00621799959204572,-0.0365246655142144,0.0111298921163026,-0.0854089899270487,-0.0663914893210397,-0.127510955835606,-0.0789923426651558,-0.0294759705391401,-0.0282025382130419,-0.018969793085728,0.0314846657953438,0.0651937703052199,-0.00927006703504563
7734,0,0.00554242063172206,-0.0443603841348593,-0.0512483249195442,-0.112801638238274,-0.10131116188374,-0.111197230799512,-0.125635543028282,-0.0883248473815271,-0.072555847276676,-0.0555674470607742,-0.046788151957159,0.083872057301519,0.0138427159737307
7735,0,0.00497407373783809,-0.0289489764142821,0.0157511070342993,-0.0816449224678433,-0.0539115777870354,-0.11896839227939,-0.067135525634303,-0.0250157323969369,-0.0295813728144989,-0.0148095131306868,0.0349549628181678,0.066972483862606,-0.00419409575789531
7736,0,0.00816581073019962,-0.0250239352579589,-0.0372253407822583,-0.106277393421021,-0.100018162289001,-0.116108495965463,-0.122049880711386,-0.0864983174361054,-0.0607810714048063,-0.0508519656985494,-0.0439163714699221,0.0821006941483384,0.0150947959359371
7737,0,0.000949762455088932,-0.025264877694659,0.0230794881404486,-0.0773167651715583,-0.0369350365191503,-0.110173791321955,-0.0598400125142694,-0.0204748983454461,-0.0341199047657572,-0.0110595678871451,0.0381540150480231,0.0674654178203913,0.000153319005243402
7738,0,0.0139606777528056,-0.0104302484655965,-0.0444416273266321,-0.102746892750138,-0.100514037282486,-0.109477267503519,-0.131647599374961,-0.104165971154589,-0.0704902117202858,-0.0643844207543716,-0.0615289897677118,0.0621400226578663,0.00457420568726263
7739,0,-0.00279825713274562,-0.0354048502163874,0.0190704467695126,-0.0761630080960285,-0.0322079959732404,-0.106696926373989,-0.0641178432642677,-0.0204994001638324,-0.0419615262646571,-0.0141790987896612,0.0312578524350111,0.0699732332415104,0.00458356187649911
7740,0,0.0188628876098498,-0.0101956547626066,-0.0377612636366602,-0.100010231092964,-0.0926504497541064,-0.106509585897567,-0.132854917430091,-0.11214971676662,-0.0766869076502018,-0.0664954954570475,-0.0679881356769864,0.0583215768737861,0.000419199924417857
7741,0,-0.0016584553019654,-0.0204728977555031,0.0258475757938315,-0.0701958545645021,-0.0191510568835086,-0.0941730175810003,-0.0492839823671373,-0.0174429941406732,-0.0380817596252577,-0.0100758343654295,0.0350339931282353,0.0674663635508947,0.00444545308022515
7742,0,0.0175384969340033,0.00200233861468013,-0.033216132968803,-0.0947857514168938,-0.100656426449894,-0.124506116983048,-0.132534348090224,-0.106228495269812,-0.0606188715631328,-0.0586122307787497,-0.0541311953238949,0.0488455096158882,0.00360283913783332
7743,0,-0.00771232636732389,-0.0113144927476804,0.0341534226881557,-0.0683667991629486,-0.00240687118996596,-0.0854540776557944,-0.0378742499811008,-0.0125229426054336,-0.0395222171062937,-0.00699643766894609,0.0414534478253812,0.0666195533549274,0.00842643904331131
7744,0,0.0150881106017648,0.00779345166941692,-0.0311353489062531,-0.0905771215793165,-0.0966507066194996,-0.124456877738512,-0.13292828424071,-0.109177612592071,-0.0629394141018922,-0.0612452446113814,-0.0569331361918889,0.043194792174502,0.00205485476466394
7745,0,-0.0128766462744444,0.00324038473309507,0.0431108343858104,-0.0545646633854131,0.0135144004532473,-0.0785943122523762,-0.0351880325463171,-0.00443029605445699,-0.04211177052268,0.000268821434572519,0.0524999930761099,0.0688319990307553,0.0123588299219732
7746,0,0.0127589068266276,0.0104928694556774,-0.0284132912605795,-0.0875639400565249,-0.0930411362496911,-0.127772431867701,-0.134928812553028,-0.114558134935678,-0.0674226471454947,-0.0645047958104915,-0.0611945622720247,0.0342962423453734,-0.00219266685402209
7747,0,-0.0122549591752944,-0.00686372785205736,0.0340839328955507,-0.0564490996741948,0.0093605443001703,-0.0750500499121305,-0.0450656101013056,-0.0110440832261058,-0.0487571299515011,-0.00760747063017564,0.0374539245578211,0.0667256754484797,0.011854455100393
7748,0,0.0160821491282712,-0.0083297621526297,-0.0328320441773619,-0.0882305141811626,-0.0888788979452788,-0.123796107174508,-0.142353071125382,-0.130589988342947,-0.0847185394543473,-0.0742323291010262,-0.0786589723695474,0.0217397905569379,-0.0141311907216399
7749,0,-0.0166961252636765,0.0167978052970261,0.0450970624043681,-0.0485720270420128,0.0276396918570994,-0.0630898770698405,-0.0289715639335411,-0.00541901722407545,-0.0445412472123229,-0.0025847158961807,0.0489867375671089,0.0620460764890938,0.0124320196618843
7750,0,0.00294916462765449,0.00523864971854771,-0.0367506350063163,-0.0828824448423187,-0.0965968747533623,-0.138275417994706,-0.136103639664961,-0.116009824856401,-0.0651385021522563,-0.0652858802846763,-0.0610565613879994,0.0148453461376616,-0.00295811264416013
7751,0,-0.0151499760811908,0.00585713793353193,0.0343906684043203,-0.0530002898513795,0.0192135967545806,-0.0624069341958976,-0.0417286576519009,-0.0148289887558242,-0.051493826297011,-0.0115243125937469,0.0316437584356863,0.0581794728506608,0.0103399771223525
7752,0,-0.0086009067244841,0.013152067898571,-0.046954467292434,-0.0777474511725148,-0.105293641119688,-0.147229688630417,-0.127836601153296,-0.10064193692213,-0.0477683317976683,-0.0579738589136308,-0.0447512707187543,0.010741592080689,0.00537352447634221
7753,0,-0.0208073635835218,0.0275321944116542,0.0436933103951531,-0.0461903084845638,0.0367041537459942,-0.0503054287936332,-0.0262167904509187,-0.00994575010235954,-0.0479990566373987,-0.00814021411643762,0.0431939864645605,0.053087099559249,0.00955784893046663
7754,0,-0.00736125409716237,-0.00713220594930619,-0.0634397699811418,-0.0788470015226415,-0.114011115248676,-0.147764916193686,-0.128797901394632,-0.102193739871951,-0.0482601473624718,-0.0597040572634033,-0.0479593599068556,0.00220717768845158,0.00218743585096681
7755,0,-0.0181837242185615,0.0159889238924935,0.0314368529496405,-0.0526729560191496,0.0242419610924409,-0.0525359517839331,-0.0412127425656714,-0.0216646855702897,-0.0551826071605156,-0.0177859544013819,0.0240685641646226,0.0473690901472446,0.00607959557409821
7756,0,-0.0112885186547574,-0.00800218750098136,-0.0616042149037248,-0.0755590303321418,-0.109035003962413,-0.145010786473232,-0.124373251350489,-0.0981580730016314,-0.0508133955323552,-0.0604412536261211,-0.0477958962441154,0.00180272041224661,0.00220982567945183
7757,0,-0.0248928947788376,0.0350272325162653,0.0385955750022082,-0.0476729036188461,0.0402767720868236,-0.0409254790211959,-0.027137325511051,-0.0182819733738432,-0.0526069161725095,-0.0163437471189782,0.0350408118478787,0.041855157398258,0.00373917003324831
7758,0,-0.0150084409914641,-0.0094523834414697,-0.0600143411137783,-0.0728815200049566,-0.104506337275682,-0.142339639061693,-0.119995500974284,-0.0942281725670211,-0.053344685375633,-0.0609717082514161,-0.0477521216721001,0.00152496053833562,0.00215069611075669
7759,0,-0.0210949640620955,0.0232763951851511,0.0250880257611255,-0.0556043815737933,0.0242019971257532,-0.0460129410808865,-0.0436644296391436,-0.0316702166321726,-0.0598567187215957,-0.026241621420856,0.0147990096397723,0.0343338300398481,-0.000805617358472621
7760,0,-0.0126452194189057,-0.0258460246417077,-0.0500158170964753,-0.0782085047611493,-0.0943446173330372,-0.14294678457601,-0.129314685021248,-0.111224175237669,-0.0769092698583574,-0.0697852756780797,-0.0681291609749015,0.00132258372418326,-0.0096316806536656
7761,0,-0.0286350008174076,0.0390365958538712,0.0296939019240261,-0.0531014256893672,0.0381308279786063,-0.0355171884614022,-0.0318236253800463,-0.0304967763197319,-0.0583893379000455,-0.0270455797051896,0.0245071617078554,0.0282901605492234,-0.00487105629053575
7762,0,-0.0158509726918575,-0.0273401546765834,-0.0479351085265036,-0.0749649945340521,-0.0900623579077243,-0.140573342552041,-0.124951908192199,-0.106575653306923,-0.0776540076028549,-0.068421609499284,-0.0666915054479612,0.0025444428484962,-0.00913907934395108
7763,0,-0.0173568670857199,0.0353119584571415,0.0124320624314926,-0.0550102385852187,0.0143077040320123,-0.0493026045036701,-0.0583109598123464,-0.0477646412781394,-0.0694051881666236,-0.041239020857578,-0.0042398937196173,0.0111367876764863,-0.00970371989265972
7764,0,-0.0225589454113913,0.00183566485492004,-0.0539349236842802,-0.0543933940947627,-0.0965200539410886,-0.128347684561202,-0.101809284184673,-0.0744657266209587,-0.0494987732261664,-0.0603996143996661,-0.0373935667571555,-0.00814518300967293,0.0170302742907431
7765,0,-0.0101207074114955,0.0298604515848346,-0.00456242178717836,-0.0592173709271292,-0.0139693616368586,-0.0596991053391183,-0.0862299988933434,-0.0672027755148645,-0.0844123820176186,-0.0606736309785858,-0.0261337039520828,-0.0016709550917241,-0.00923382762847946
7766,0,-0.0250765338161552,-0.00875044096138777,-0.0559141107394645,-0.060617066724562,-0.0945411670222072,-0.128763745247952,-0.101074947820221,-0.0759740735685149,-0.0569571468796578,-0.0619396165277749,-0.0432242577784793,-0.00647179910572115,0.0121677144382208
7767,0,-0.00136104853538332,0.0152211614715041,-0.0117983359594375,-0.0715933983516359,-0.0339255755792237,-0.0663548673522643,-0.0944777973625945,-0.077666043232601,-0.0887011570557016,-0.0656329338843125,-0.0424854927169823,0.00331906679367377,-0.00662132213002076
7768,0,-0.0305887159469689,-0.0128140964712015,-0.0519597820922295,-0.0639752764281829,-0.0873816743324614,-0.126950104749687,-0.0967951984945253,-0.0721661500046537,-0.0613961338164106,-0.0607534723419296,-0.04464212334,-0.00130532787201476,0.00716504778091975
7769,0,-0.00857162041686266,0.0234576818646406,-0.0229655178620517,-0.0661057777923888,-0.0457113921465012,-0.0686979121153848,-0.107543160883442,-0.0843562265417097,-0.0977553226228092,-0.0766607418846403,-0.0417674608110664,-0.0146796829575805,-0.0108033204108489
7770,0,-0.0396181920268108,-0.00955009589235556,-0.0487561076876543,-0.0644812230961476,-0.0852045624544774,-0.123035560808178,-0.092077474900584,-0.0650326485180792,-0.06197497363041,-0.0625132386819974,-0.0413324781376372,-0.00263981940540914,0.01550361303686
7771,0,-0.0157200921152205,0.0280709387566849,-0.0346054297772326,-0.0615766618277231,-0.0591592820500971,-0.0731104863089533,-0.120458667153336,-0.0904230873086727,-0.107140446641425,-0.0875615993663446,-0.0417372583179771,-0.0314581708330062,-0.013883739948899
7772,0,-0.0262263954392392,-0.0135109837838987,-0.0473394652080678,-0.0585229284733597,-0.0840285484028923,-0.115401058256852,-0.0901431222559967,-0.0655771888127309,-0.0614332299935406,-0.0614525610581181,-0.0405825082390254,-0.00251179481749408,0.0173696521150914
7773,0,0.00299469951377751,0.020608000676027,-0.0211570370883734,-0.0741113433354993,-0.0527887129439907,-0.0747252456794262,-0.0978770445089101,-0.0895063815024285,-0.0942346641606074,-0.0727471709731883,-0.0517353533577526,-0.0065848436667636,-0.0123476753824242
7774,0,-0.0195099385669805,-0.0222250255302707,-0.0496107804917468,-0.0611397224608375,-0.0854923790019453,-0.1128385396422,-0.0905178965621194,-0.0690115030160166,-0.0654228224416171,-0.0625757592858753,-0.0445838058520023,-0.00289806674284965,0.0178099595188623
7775,0,-0.014366618556284,0.0243082901462643,-0.0445113750352613,-0.0695989113023909,-0.0718746430365224,-0.0815573723067495,-0.121916866759043,-0.0956596843416764,-0.110502597295061,-0.0920196462572266,-0.0532831179379636,-0.0401011579537525,-0.0179978872937865
7776,0,-0.0185644573795192,-0.0396796275213498,-0.0493739468113266,-0.0766298968351005,-0.0839173891493009,-0.118387682903466,-0.0930592165840761,-0.0722986905171833,-0.0697197031631431,-0.0532741257293071,-0.0479789591370047,0.014263730728231,0.0039567389730617
7777,0,-0.00459460702850778,0.0193467456224787,-0.0380362827922305,-0.075571184538587,-0.0728613533624349,-0.0849149213223764,-0.112010200782132,-0.097755387828279,-0.104660820829494,-0.0848547301552678,-0.0561670309183111,-0.0271057452617774,-0.0183110278475932
7778,0,-0.0247110005657382,-0.0257164249942831,-0.0444670432670672,-0.0685037050927533,-0.0806403656948265,-0.109025352158996,-0.0859198578536069,-0.0653418682142992,-0.0687442248933896,-0.0605753871300385,-0.044130462590145,0.00159998247979498,0.0160007269122504
7779,0,-0.00586050659613735,0.0167751225421351,-0.0447488973460981,-0.0848350439865577,-0.0658759342523495,-0.0835618094139222,-0.0967940884439353,-0.0950602697777244,-0.095435447549134,-0.0807229627636025,-0.056712423833863,-0.0284316598826715,-0.0215162210569582
7780,0,-0.0140800057955174,-0.0383172083607953,-0.0495055459058579,-0.0754274461629461,-0.0855746361853874,-0.110888740566527,-0.0910338000411881,-0.0746617997103699,-0.0725957442103816,-0.0600422114705966,-0.0498325543008654,0.00558872346348771,0.0142543198595577
7781,0,-0.0154859310600075,0.0131367387941246,-0.0590601262322555,-0.0855086588913521,-0.0854731341623495,-0.0928583019039011,-0.1203372785201,-0.102314774439075,-0.111217589651782,-0.095383946183263,-0.0594966394803619,-0.0461180831830065,-0.0251652796473131
7782,0,0.00868504738798093,-0.0396571392378809,-0.0418967949576809,-0.073743143627532,-0.0806830338351121,-0.106452187760853,-0.0899945095251256,-0.0797355869977932,-0.0697478031441274,-0.0523743523382385,-0.0479986451860863,0.016639961686846,0.0108094201722775
