Patch Number,"Regional strain value, cardiac phase_1","Regional strain value, cardiac phase_2","Regional strain value, cardiac phase_3","Regional strain value, cardiac phase_4","Regional strain value, cardiac phase_5","Regional strain value, cardiac phase_6","Regional strain value, cardiac phase_7","Regional strain value, cardiac phase_8","Regional strain value, cardiac phase_9","Regional strain value, cardiac phase_10","Regional strain value, cardiac phase_11","Regional strain value, cardiac phase_12","Regional strain value, cardiac phase_13"
1445,0,-0.0677873115364037,-0.0789793675988352,-0.236770811312277,-0.257613320870307,-0.287596280114306,-0.356799977784981,-0.322777482333441,-0.200395313828738,-0.305225217471933,-0.207487123376921,-0.18527151365861,-0.180540206411953
1446,0,-0.0777560821248015,-0.140606963213556,-0.273349923216133,-0.251386979070276,-0.356649906075155,-0.425404237533436,-0.326193890478764,-0.230889284421504,-0.307170531977038,-0.196375769126473,-0.232269292998198,-0.216280322889139
1447,0,-0.0706020182823514,-0.137836270437532,-0.189026143052087,-0.226340275083658,-0.330309356077667,-0.404934629772092,-0.300616986364309,-0.226030105402827,-0.26174246040077,-0.113259947753631,-0.18055786928306,-0.18617690947002
1448,0,-0.0547183718602433,-0.107721542856945,-0.279805403533345,-0.266213546345138,-0.369386252527186,-0.434816755696186,-0.350172221060575,-0.236698767432632,-0.324115745890494,-0.218236503137165,-0.22341503043522,-0.215463429296062
1449,0,-0.043076554135438,-0.0849924335893169,-0.270721591383544,-0.278171013107206,-0.35187327249182,-0.415915768905142,-0.344243150776124,-0.212720955984383,-0.293524698023922,-0.21772847149308,-0.190760339425693,-0.178179997722399
1450,0,-0.0450703714410231,-0.119838290379863,-0.136275260344986,-0.21729201841005,-0.307501458239004,-0.370946606944892,-0.292342692151709,-0.207668040282776,-0.170974645873989,-0.0656534060055012,-0.104005492857478,-0.0981860901074784
1451,0,-0.020114400614722,-0.071721458083001,-0.110124828127406,-0.209727793135745,-0.276507248762481,-0.327880180843879,-0.302399401704038,-0.187789907978284,-0.133751368005053,-0.0522433051191586,-0.0526934902850378,-0.0517662795805067
1452,0,-0.0226395315152699,-0.0569323016053832,-0.252896596971659,-0.295342365986927,-0.338453926615839,-0.398067294103709,-0.330371084828866,-0.190577896071336,-0.273883316973872,-0.214806440931577,-0.158548598164354,-0.156202073823734
1453,0,-0.0239119530467256,-0.0797003011082545,-0.104698130167935,-0.202089761188664,-0.251478925665898,-0.292922282372119,-0.289856465937872,-0.168698715542591,-0.125211161843549,-0.0584818156924963,-0.0499192683958556,-0.0583114954669378
1454,0,0.0173892400240958,-0.0438118189743349,-0.200799071703999,-0.285444793136281,-0.334147570931435,-0.388444032549796,-0.345124089384193,-0.186104329492498,-0.243737749139125,-0.189735374569581,-0.115268047721172,-0.108983994032125
1455,0,-0.0337786923513146,-0.0919486854667109,-0.105458667291405,-0.187846996439507,-0.222763290385792,-0.252605726051428,-0.273844975386641,-0.154674265991182,-0.12075636847722,-0.0642075375717498,-0.0561649915356108,-0.0720357224983271
1456,0,-0.00298744768581927,-0.0182402867722842,-0.114210080372171,-0.184324890064868,-0.19137491366509,-0.188376513518978,-0.294515066569347,-0.142698720902984,-0.0547815340614863,-0.0513129435458752,0.00167787815072762,-0.00015292141718859
1457,0,0.0376074151173824,-0.0402146350327622,-0.181788794305584,-0.271553622430924,-0.338726469736396,-0.39004689220185,-0.346133696281132,-0.189399591361779,-0.216091392313648,-0.169443642528802,-0.10175463471057,-0.0995371587470539
1458,0,-0.0139173094569509,0.00176849435726467,-0.104295150841905,-0.163441869488928,-0.141017767009235,-0.143764055620089,-0.282471130846068,-0.134118284705439,-0.0453404078402856,-0.0468308376197552,-0.0110354698805066,-0.0253895244818535
1459,0,0.0484798591144662,-0.03458320168236,-0.173188801660821,-0.263823351817632,-0.355392222381299,-0.398924404547237,-0.345270210941663,-0.192045876342331,-0.190376792249659,-0.144416181841902,-0.0844671966524442,-0.0792697724969227
1460,0,-0.0349886504435222,-0.027916832752191,-0.0811264995167027,-0.150799077591435,-0.116560269644137,-0.14254407554858,-0.260382319271545,-0.120296174771812,-0.0857545351606158,-0.0573490297984772,-0.046518467745047,-0.0870378567409112
1461,0,-0.0493840357610847,-0.0170862326302019,-0.049608946415072,-0.125781041986616,-0.0778038766436742,-0.117411358089234,-0.265553935439185,-0.135325437536288,-0.102690550596104,-0.0564624691945027,-0.0726514957626658,-0.131725636604187
1462,0,-0.0631170665945348,-0.0711604071397427,-0.0586888690185938,-0.136581839725548,-0.101881630243855,-0.142075005468653,-0.247790230736909,-0.109643466074592,-0.144818804618695,-0.0759988586172727,-0.0842689174012421,-0.152518090679112
1463,0,0.0144794697017678,-0.0112765489665314,-0.00154409190238614,-0.131386498079737,-0.122952255533137,-0.156044293296348,-0.294896734259918,-0.187613016684907,-0.0401572599509148,0.0106919549976212,-0.0217021744295238,-0.0672239079594098
1464,0,0.0665056003983509,-0.0312744683673074,-0.156783722845302,-0.247765143004765,-0.357330772914703,-0.397325990548419,-0.34370655378059,-0.195428228253252,-0.162053725247564,-0.122623363047833,-0.0704568606905719,-0.0671753535860203
1465,0,0.0071192484295457,-0.0134671491210736,-0.0286599995934183,-0.129717967333061,-0.113265820646753,-0.130921271864039,-0.287797609582828,-0.194156185932149,-0.0381102906229456,-0.00563356698868789,-0.0258158456014291,-0.06605163754806
1466,0,0.107779814599785,0.00707937699549488,-0.0837445639706679,-0.233302551613866,-0.288608797107338,-0.333832814617941,-0.300407557209539,-0.155620042618224,-0.125623287172011,-0.107717763114578,-0.0049738965655709,-0.00382314828473029
1467,0,-0.086640176174808,-0.070519682318557,-0.106130292873227,-0.182047161363541,-0.208072348005578,-0.248796247119978,-0.246738120616905,-0.190271966405956,-0.174788088722254,-0.170137417713377,-0.15612939243306,-0.194826498054296
1468,0,-0.0205176999329404,-0.00466689298649559,-0.0782768576345158,-0.137136098074656,-0.0924858279841274,-0.0875290838343532,-0.275815935340891,-0.208851549107269,-0.0397798784091525,-0.0400555176224922,-0.0550809884701006,-0.0735159409390403
1469,0,0.0762137071665938,-0.0196233343489942,-0.131956137280462,-0.223525629205171,-0.355948227484091,-0.387250921862309,-0.320482017944347,-0.202526276730586,-0.118447396919402,-0.0836202217016994,-0.038470384823016,-0.0300700564814034
1470,0,-0.0260431940274025,-0.0408745626109325,-0.0786577705200268,-0.129771326311098,-0.0934935006341601,-0.0964980340589431,-0.268882895276117,-0.203644889592224,-0.0831881318616485,-0.0544447237871295,-0.0597699296382085,-0.107497481778962
1471,0,0.0633816186439033,-0.0149890076071659,-0.132475929121718,-0.206341041899962,-0.360742995644593,-0.408236886700932,-0.32636751397083,-0.232750971853797,-0.119402792016375,-0.0788010231202523,-0.0457166148542288,-0.0235137881089597
1472,0,-0.0367121838272824,-0.0490830140663086,-0.0982498992797178,-0.129412638327156,-0.0868610460632064,-0.0872980820684569,-0.266149369974335,-0.220913446503558,-0.0987042204530545,-0.0827672344831858,-0.0825997036475278,-0.127706130754581
1473,0,-0.0569225503360973,-0.0304403015490189,-0.142030312965333,-0.138386598632896,-0.0736948937179386,-0.0615029363193182,-0.264290681215615,-0.265260415642867,-0.0907304235318396,-0.129542238162262,-0.128384954937555,-0.138986215999652
1474,0,0.0905586689451572,0.00648583081709253,-0.0826112798401996,-0.187047470679205,-0.306632300489761,-0.356263704641342,-0.293578946158022,-0.195882949843723,-0.0825775382095929,-0.0540370395304807,-0.00120055873931568,0.0139499036281876
1475,0,0.0141596787410643,-0.0292629566621002,-0.12010693330826,-0.196559119143637,-0.32272972264731,-0.347945388439265,-0.272505887235456,-0.0864633017077751,-0.0837534211330426,-0.035500753105456,-0.0554020307357288,-0.0325707709168293
1476,0,0.0141596787410643,-0.0292629566621002,-0.12010693330826,-0.196559119143637,-0.32272972264731,-0.347945388439265,-0.272505887235456,-0.0864633017077752,-0.0837534211330426,-0.035500753105456,-0.0554020307357288,-0.0325707709168293
1477,0,-0.0758145449020965,-0.0353895182330441,-0.162159000462216,-0.113529706370874,-0.0542888263741003,-0.0406975798917155,-0.245139189141443,-0.267347170715761,-0.112989944327514,-0.156423276835026,-0.137853126049483,-0.168479085994359
1478,0,0.10130232840374,0.00134980998568435,-0.0815128456304476,-0.172724297416159,-0.312850215614041,-0.342556809326627,-0.281576795112947,-0.185209741825687,-0.0484052969775909,-0.0208317332872338,0.0151804892791683,0.0216967373950223
1479,0,-0.0648918702473675,-0.0290755052027346,-0.151428473193803,-0.0702982479046882,-0.0296896346396973,-0.0168934739946772,-0.222354676099771,-0.270349602401429,-0.124192333310686,-0.164859560138087,-0.113438719861924,-0.186161154678905
1480,0,0.126865848942612,0.0173557098222481,-0.0421273940214403,-0.151027275975624,-0.270651292818341,-0.292493019884167,-0.241021357137046,-0.15186606357681,-0.00417951768028912,0.0105901547209486,0.0544805684015,0.0520846831613135
1481,0,-0.00319400675574211,0.00249667532346365,-0.117708714394315,-0.0338258633433285,-0.0413820184909379,-0.0381062523019116,-0.254651158551946,-0.231592404014582,-0.0801332981674687,-0.0979431276847844,-0.0527176047698799,-0.147005446942202
1482,0,0.124353991676913,0.0195416617476751,-0.0388382368551484,-0.13533940401862,-0.264131895910334,-0.282354395404025,-0.227628090956375,-0.149735365369056,0.0140111777875882,0.0301202586503204,0.0634450291798063,0.0610630712944655
1483,0,0.00242419175122799,-0.027678981153231,-0.104709318983778,-0.034897458710859,-0.0689168490389557,-0.054692663445951,-0.253856803164676,-0.16946815248521,-0.0853166866066475,-0.0194055854420569,-0.00516576263640212,-0.121504977655338
1484,0,0.120234475568955,0.0201787895903918,-0.0380004955707414,-0.123169869971003,-0.259103327643325,-0.274221464581098,-0.216919877707548,-0.146822730261848,0.0269891564081668,0.0453651583575521,0.0691002023497584,0.068613044159946
1485,0,0.0164702813752411,-0.0591712180373538,-0.07032990334722,-0.0375822162591148,-0.0796019471553162,-0.0618823588530556,-0.227778249524191,-0.126950620453464,-0.0871373729414853,0.0343901303879861,0.0324821621634352,-0.102877281886628
1486,0,0.070234431873603,-0.0026736601637728,-0.0917281199781568,-0.130119272454606,-0.301367988222118,-0.318673726206763,-0.24087847443378,-0.196752462723821,-0.0166928819847169,0.0236520451677411,0.0206632909321829,0.0415863357217532
1487,0,-0.00470110978975313,-0.0807930551407485,-0.0714931487035109,-0.0645197218980876,-0.0797635656039272,-0.068293833040684,-0.19914434955737,-0.131567468295492,-0.0882979043370925,-0.000690457162121128,-0.00788640077018998,-0.105202772322401
1488,0,0.0342740410087836,-0.0175544679446529,-0.132683438911653,-0.131738637133552,-0.333152247534573,-0.35138193694151,-0.265881906863986,-0.225175943125137,-0.0459261641145466,0.0130366938332269,-0.00868136032791955,0.0267620170850824
1489,0,-0.0210368872274878,-0.0950187382645122,-0.0555061790632333,-0.127455090564971,-0.0942323470387084,-0.0887123541783733,-0.153169881629857,-0.116419029237726,-0.0810226759718543,-0.0555899104309817,-0.049827769643055,-0.0997565539528976
1490,0,-0.0646584363633397,-0.119663809919629,-0.0855135867634351,-0.133013140966314,-0.0862543516856223,-0.0838785905461786,-0.159461941516179,-0.144784798737305,-0.122424644642146,-0.102936894940935,-0.100948510280285,-0.14144178422832
1491,0,-0.0442551537104284,-0.101024849071882,-0.0847279296858696,-0.082886594526641,-0.0698396871878763,-0.0682409842568705,-0.162341593866363,-0.149099470289776,-0.104256689017371,-0.0694898227600811,-0.0716588166918926,-0.125481035112489
1492,0,0.0386625292998795,-0.0122021589356686,-0.140950502419402,-0.122665086612513,-0.340145824818538,-0.346563169462322,-0.268105457117818,-0.222477649531986,-0.0309515978992646,0.01989553605323,3.88295387923066e-05,0.0347804819027957
1493,0,0.00542531113553135,-0.0638717784940186,-0.0489328584642796,-0.103940848763982,-0.106652527685034,-0.0991684180437336,-0.118287662112805,-0.119536097096588,-0.0197047078651755,-0.0237582892395597,-0.0128549053423929,-0.0424608332119832
1494,0,0.00763346898007944,-0.0681240564787287,-0.037202095174765,-0.10091346412423,-0.0873836460725685,-0.0833494528784205,-0.124581246700594,-0.0924955577981641,-0.0302425189830765,-0.0134595075567024,-0.0099171341076586,-0.0522048262559131
1495,0,0.0742536770146245,0.016411215874973,-0.0914998013528927,-0.0938768190083442,-0.282564391489721,-0.290382146836749,-0.225957157452469,-0.169252799628475,0.0175944101358516,0.0505142868245954,0.04320173695938,0.066538406124808
1496,0,0.0203179658563459,-0.0473285713410523,-0.0509236884724015,-0.0764854294234359,-0.11168952788778,-0.104507772145639,-0.10254081784727,-0.134879462321422,0.0113339573645233,0.00451875897620813,0.0114017396901518,-0.00991412316760665
1497,0,0.102733547317047,0.0450509364924039,-0.0500415023826353,-0.0653316677728817,-0.227908611846292,-0.234866838382731,-0.179223662648642,-0.125947591778362,0.0623324383028159,0.0769279447694255,0.0782724067369265,0.0944431826820138
1498,0,0.0263191841829378,-0.0499990458475184,-0.0355787327387681,-0.121947081667532,-0.12492666490148,-0.120490657889299,-0.0922007108820604,-0.0685743713237972,0.0108192891500427,-2.05765967375982e-05,0.0139324341795692,0.00857020993465274
1499,0,0.0242422297584102,-0.0538306058058658,-0.0313803719313633,-0.113010314815337,-0.110850055301247,-0.104734413532287,-0.0962442596705416,-0.0730212538808593,0.00402125997895442,-0.000863716794233693,0.0105416174138033,-0.00819049434545149
1500,0,0.096525565259223,0.0487480444223725,-0.0553105694912818,-0.0588057242086332,-0.222189011480736,-0.228223259572682,-0.175079955363246,-0.122088806167338,0.0633247387058484,0.077318797921174,0.0749497893970767,0.0945266801209681
1501,0,0.0409396396798678,-0.0353496329366203,-0.0413801525344911,-0.103397864737737,-0.138358645247162,-0.140976911810623,-0.0828240688757984,-0.0743472027190933,0.0330997159741782,0.0280472211861282,0.0368696961401167,0.0488233076763096
1502,0,0.0904751741286607,0.0521117927785129,-0.0610539582788653,-0.0539204498750712,-0.217016489016317,-0.222317957475975,-0.172635924129671,-0.118466925223465,0.0624709287485754,0.0754513188369832,0.0701022434653502,0.0930574111540274
1503,0,0.0303672684901208,-0.0331295424305765,-0.0620574604079167,-0.109995073122641,-0.167628014600856,-0.164705404581618,-0.0890359976959921,-0.106479476176687,0.0230151036526849,0.0118388342537106,0.0286506492551786,0.0463598526026476
1504,0,0.0846964853765839,0.0549751643208893,-0.0670478831900949,-0.05066350246186,-0.212440640455004,-0.217152481917311,-0.171879730138631,-0.115197358782889,0.0600245259860344,0.0715739554165977,0.0638848884866348,0.0899948839125748
1505,0,0.0229715051541137,-0.0287463150624224,-0.0718354693711398,-0.116593548454049,-0.189111539903361,-0.181579400407298,-0.0926578968046852,-0.133194335124984,0.0124871148841441,-0.0105966065461299,0.0199519852994114,0.0389265422406024
1506,0,0.0792772727231956,0.0571707256874725,-0.0730711014637758,-0.0490024595387769,-0.208499634058647,-0.212718885557055,-0.172771745951546,-0.11239133701254,0.0562483354629573,0.0659420532725268,0.05646239515286,0.0853104841993042
1507,0,0.00674923079285827,-0.0436169510092617,-0.101498283219614,-0.10378582213565,-0.203152914570586,-0.196217904372416,-0.112816719116035,-0.166430651538184,-0.00758422692711636,-0.0148976810170275,0.022958408741913,0.0512126192588858
1508,0,0.0742773123913332,0.0585363845222728,-0.0789095956824403,-0.0488870133696302,-0.205219320497213,-0.208999138017749,-0.175244967241854,-0.110152477109671,0.0514067761897461,0.0588099878199804,0.0480013798272083,0.0789862347137726
1509,0,0.0171343898085841,-0.0429954390717514,-0.0964375448986261,-0.133191452783992,-0.211966487901069,-0.199122098263276,-0.122110013102386,-0.0919997928832694,0.0168225207581403,-0.00265994049102503,0.0252423493665166,0.0663809408970057
1510,0,0.0697283691308543,0.05892035748654,-0.0843610133788879,-0.0502512699414684,-0.202612361033612,-0.205964412173515,-0.179205158368089,-0.108573684460315,0.0457584123593779,0.0504246717149848,0.0386643597272962,0.0710142330701518
1511,0,0.0126709780785217,-0.0379619998664444,-0.093890660593978,-0.161497244803697,-0.216349926870144,-0.207019817265605,-0.119950751054885,-0.0453971426649294,0.0250760111309396,-0.00331928584026164,0.0133985985882936,0.0689270067270342
1512,0,0.0656357201069659,0.0581853070860654,-0.0892388709720182,-0.0530159936394637,-0.200677375750896,-0.203574384485395,-0.184530796204857,-0.107734514720387,0.0395491371880212,0.0410209541586808,0.0286056892890343,0.0613968803349689
1513,0,-0.00529853036230743,-0.0412298183090569,-0.120667130390575,-0.15800645501007,-0.236436976643112,-0.227612511497817,-0.137702368269126,-0.0900798807134352,-0.00666659387354029,-0.0265745967553365,0.0018255155748037,0.0595041514965298
1514,0,0.0619809525094939,0.0562116852154493,-0.0933765548067113,-0.0570906266550855,-0.199398143182385,-0.20177669616663,-0.19107292248564,-0.107699101735569,0.0330064143360382,0.030819251632489,0.0179696646220611,0.0501479615319136
1515,0,-0.0199744338227854,-0.0474744832655267,-0.143268091250285,-0.150744388006478,-0.247797641083307,-0.239555132222615,-0.152582499090577,-0.133201548516445,-0.0404192991706863,-0.0455664495880126,-0.00991383607353713,0.0480398549428773
1516,0,0.0587256559036227,0.0529003708492477,-0.0966311336954943,-0.0623749145390988,-0.198742918302098,-0.200506719298847,-0.198655069971045,-0.108514721456314,0.0263348937448138,0.0200254899592538,0.00689073596954337,0.0372946073677283
1517,0,-0.0259527156903115,-0.0495784872501187,-0.143423831518847,-0.182019322120415,-0.259107055801467,-0.24722162921751,-0.163150277666553,-0.0814408496809143,-0.0254507397705255,-0.0418412654607945,-0.0236169413625921,0.0406013090822834
1518,0,0.0558155769379003,0.0481747113184552,-0.0988869307735557,-0.0687599908088324,-0.198663974749908,-0.19968776401281,-0.207073497072333,-0.110211019466245,0.0197135946965914,0.00883313213935177,-0.00450445156793544,0.0228801584100151
1519,0,-0.0346118144919397,-0.0529635180132345,-0.156984870430564,-0.185835247057073,-0.270776842086378,-0.258498210189038,-0.184513500036888,-0.10131957447894,-0.0426454427875069,-0.0574045402073777,-0.0327935100643242,0.0283141912599032
1520,0,0.0531848169750053,0.0419820772123574,-0.100058701545446,-0.0761288166860599,-0.199097514842488,-0.199231850368956,-0.216098051611083,-0.112799885484422,0.0132947057474377,-0.00257323619870853,-0.0160936299940628,0.00696797107761116
1521,0,-0.0412311910944685,-0.0591460778836904,-0.169105845321513,-0.177989562984134,-0.272925757882096,-0.261972481380328,-0.202268952126602,-0.136727769929723,-0.0723997147528344,-0.0726413222378384,-0.0418201695565382,0.0164444682336136
1522,0,0.0507597226288377,0.034295027465125,-0.100094161841474,-0.0843559374897058,-0.199964121041178,-0.199041150588172,-0.225474082688657,-0.116275917614124,0.00720390832120321,-0.0140135421267173,-0.0277546258774647,-0.0103537548222054
1523,0,-0.041695554610358,-0.0640931330117209,-0.16417874844277,-0.186966809679875,-0.270907651942644,-0.257119924214554,-0.215923678600074,-0.121806490784203,-0.0638771801281011,-0.0823577964280934,-0.0547603707612754,0.00594188371191318
1524,0,0.048462225224726,0.0251121602433084,-0.0989755452001602,-0.0933066028905835,-0.201169936844193,-0.199010180403716,-0.234925912517473,-0.120617386476662,0.00154200596679543,-0.0253080184862311,-0.039360791082802,-0.0289659972084152
1525,0,-0.0446675811537042,-0.0708050285400779,-0.164555357293443,-0.194558143857552,-0.272777604753731,-0.256289632000719,-0.224915525216599,-0.116372880210664,-0.0641600535735419,-0.0856884631427551,-0.0596579963050553,-0.010518450174537
1526,0,0.0462125054503342,0.0144587021766756,-0.0967198791880826,-0.10283540001796,-0.202608753649992,-0.199028777420792,-0.244162429523957,-0.12578758746412,-0.00361245363008822,-0.0362741345724477,-0.0507767211448114,-0.0487116171714869
1527,0,-0.0535802780692933,-0.0810527080550228,-0.168544146139264,-0.202339136888025,-0.279045457834493,-0.263417378061057,-0.244042660678549,-0.134098677574633,-0.0823800387002601,-0.0951188320489993,-0.0741214018608596,-0.0340097712759789
1528,0,0.0370368872918825,-0.00961318090720509,-0.0864643730556888,-0.10563009648776,-0.193142228071027,-0.205753732742866,-0.223020918737673,-0.137938557917704,-0.0439193888068344,-0.0130627098193818,-0.0135219502345459,-0.0277444622669232
1529,0,-0.0451046095699451,-0.0909407010062363,-0.154432650647183,-0.198683114815464,-0.264417710222337,-0.246488217604525,-0.261501520427795,-0.145766098269389,-0.0673743661923762,-0.125856125446658,-0.0923317361830317,-0.0419663063185595
1530,0,0.0231468682965414,-0.0313959778823054,-0.088365655543303,-0.124433117011833,-0.201441395943037,-0.210719188189968,-0.232667050953333,-0.147531937688325,-0.0515826854890256,-0.0288022371108241,-0.0294332958046237,-0.0473712639767758
1531,0,-0.049807878391216,-0.103608285391628,-0.151794043762165,-0.208929273931433,-0.266775853439534,-0.247082521987083,-0.271752096281877,-0.146857014127323,-0.0679905532385086,-0.134584960591827,-0.102437365765174,-0.0591951670410048
1532,0,0.0248702216874315,-0.040377471994763,-0.0921718352038651,-0.146796212794151,-0.217702861119478,-0.205873742633483,-0.271100980225194,-0.147169681715556,-0.0236217443748892,-0.0770757027522825,-0.0876319574401133,-0.107337537429019
1533,0,-0.0560230310505071,-0.119018477172936,-0.14827329854342,-0.219952458864694,-0.269470510570188,-0.247690068376204,-0.282762220010464,-0.149787518726841,-0.0680118464917688,-0.142699842046262,-0.113718734762773,-0.0796662120378115
1534,0,0.012363036158791,-0.0697469757943283,-0.0915754938604236,-0.165434520368843,-0.223927918155693,-0.216478163583237,-0.274609710509339,-0.158057072917515,-0.0374599220957893,-0.0821856489509784,-0.0782184524957867,-0.108439554248448
1535,0,-0.0621771979952134,-0.135302379296114,-0.143412249161505,-0.230186573870982,-0.271614092972211,-0.247575036261468,-0.292428705735095,-0.153252946542156,-0.0666886175108954,-0.148932984808256,-0.123637938312024,-0.100464665653419
1536,0,-0.000104477084139187,-0.0990521120356164,-0.0920651207611854,-0.181999658505638,-0.226729216084961,-0.230652069192675,-0.269963385580441,-0.167903825357204,-0.0580840019460058,-0.0820146376543645,-0.0608763820109741,-0.0911196085818758
1537,0,-0.0682405918036527,-0.152297856988972,-0.137341274852999,-0.239391577052016,-0.273101152165641,-0.246677113637626,-0.300461888831737,-0.15722958292545,-0.0641303820064919,-0.153194384101423,-0.131915231705972,-0.121203545056272
1538,0,-0.0216173425999668,-0.123681628063047,-0.0888950318919761,-0.186953990260552,-0.223865398706469,-0.235414649659558,-0.243173024906615,-0.180075905868174,-0.0661322251219593,-0.0637395280530534,-0.0459851180450717,-0.0672347139890601
1539,0,-0.0735454328018204,-0.168161113747595,-0.130668882832537,-0.246812246531308,-0.273829469042612,-0.244923349394737,-0.305228452990017,-0.160976368613974,-0.0610155964260566,-0.156188314559476,-0.137939191643185,-0.139393571787014
1540,0,-0.0312912076610742,-0.143080036036983,-0.0824610976411021,-0.199709266922987,-0.231272948931793,-0.224821242804758,-0.25842444206956,-0.184200044692934,-0.0497271525734573,-0.0829109018774213,-0.0803265479326759,-0.116853491289317
1541,0,-0.102113791150883,-0.198170038201282,-0.141750714070399,-0.27082835027105,-0.284574509972061,-0.255545397886835,-0.303883517286485,-0.180283021932575,-0.0550851730067166,-0.155888407713667,-0.133844223647786,-0.14963200179695
1542,0,-0.0500846739469909,-0.167728757527969,-0.0838620611924177,-0.21389880685555,-0.234381038302325,-0.224508629803257,-0.256616309261353,-0.189961165786815,-0.0433953003272312,-0.0967593985138852,-0.0955137364818071,-0.131634622999382
1543,0,-0.145928199461669,-0.235570100588911,-0.151180746433203,-0.279495312603193,-0.279454352866169,-0.25361019688526,-0.26581076327513,-0.199140280016048,-0.0446979702399896,-0.142474134530961,-0.125428848437198,-0.150229139991795
1544,0,-0.100071242217672,-0.206505570763366,-0.0955996984252055,-0.2265223116636,-0.231758583544032,-0.236094408615537,-0.217401137023121,-0.200512606873941,-0.0416088133323389,-0.0772832479560212,-0.0692668582801568,-0.0848049703020675
1545,0,-0.133292513816076,-0.241038716782745,-0.120604917049581,-0.260967704490356,-0.26080989782776,-0.233651504212174,-0.260309849706268,-0.181878861327304,-0.036658867493554,-0.133942545889765,-0.120474791028309,-0.160853628645306
1546,0,-0.1344663298246,-0.233093195310095,-0.112965434576298,-0.240064686623332,-0.230091823860311,-0.229238396508457,-0.2091218612705,-0.200111182960708,-0.0329341452293757,-0.0786714276872326,-0.0671307695939051,-0.0877953035988739
1547,0,-0.0706213494656583,-0.202881641146577,-0.097878596755568,-0.215264599442686,-0.226498994559776,-0.194098914638082,-0.231832336898828,-0.163150144080598,-0.0628281222640057,-0.0698871974754524,-0.073423715227415,-0.143545233956613
1548,0,-0.144588611447313,-0.22908096668139,-0.130954427440257,-0.227548241383886,-0.210112159972134,-0.205716449771322,-0.183812754752062,-0.190395036447269,-0.0439598070042069,-0.0499349105808909,-0.0292829225652494,-0.0702820113793916
1549,0,-0.0942028023750466,-0.200245803886099,-0.108151765381372,-0.194287638372614,-0.194945159240986,-0.17698963373054,-0.168280030705462,-0.170303753308461,-0.0646116698135317,-0.0185258442151546,-0.016165675647686,-0.0827051598203815
1550,0,-0.0963223777162212,-0.115495743771096,-0.286780448917621,-0.275968812031361,-0.307927341094771,-0.377310451902509,-0.3121431610652,-0.197599019568866,-0.308729850937527,-0.23772257910679,-0.230786935462078,-0.205280062457925
1551,0,-0.087170312975874,-0.117124809072504,-0.241766399031553,-0.258457599976771,-0.293330207432223,-0.365625868582432,-0.317706923121048,-0.203112755467992,-0.305957229941466,-0.200846472756797,-0.211139549121758,-0.199715634004376
1552,0,-0.0680700588051375,-0.128866501552977,-0.190136317605221,-0.236697565237175,-0.334577000806074,-0.410734568409342,-0.324539756362357,-0.230400745469542,-0.27335183092769,-0.113077882126104,-0.177750475230406,-0.178969889116855
1553,0,-0.0267869605175345,-0.0710849311635819,-0.123360759922544,-0.222541948481577,-0.296072396559048,-0.367613453049482,-0.320652306997985,-0.20644187919132,-0.182746553828563,-0.063269577570731,-0.0834014457161527,-0.0795796674821696
1554,0,-0.0409471537631733,-0.0499055193691053,-0.256365554859933,-0.297329502917194,-0.301747929957767,-0.371601183151713,-0.32454563884612,-0.183106753621974,-0.296354358524126,-0.237374347552377,-0.16853294708676,-0.1635876367606
1555,0,-0.0802277640501933,-0.132983640996328,-0.296912428182371,-0.273918875743025,-0.385889261983909,-0.457362486537226,-0.314984579286076,-0.22570590508081,-0.279873537497546,-0.186286033129489,-0.223801094732652,-0.188017840234259
1556,0,-0.00343919345278487,-0.0387940110827649,-0.0796993716859575,-0.206178591995969,-0.268129430862599,-0.328226456906321,-0.325377115685753,-0.190591094142784,-0.122872804032965,-0.0288770753148353,-0.0312816140849062,-0.0314717345010269
1557,0,-0.018037175598744,-0.0423248837348927,-0.24467794336684,-0.289517593252346,-0.326367514589203,-0.390890109461911,-0.336404166409299,-0.186143369954967,-0.267671136085116,-0.207453213488183,-0.152124619631077,-0.146225074267385
1558,0,-0.00756449499594458,-0.0480162725658385,-0.0740616458126119,-0.193451935815434,-0.241951860893326,-0.289799645237315,-0.311253403233267,-0.173103916220744,-0.109729964365991,-0.0319883315589963,-0.0306418917665133,-0.0395431322522746
1559,0,-0.00414600901327267,-0.0572041901926831,-0.240998097983731,-0.283169570980243,-0.364457842281731,-0.417669186459218,-0.354420256762767,-0.203256343525649,-0.245085109229455,-0.183822684600763,-0.15617775429057,-0.151113252892666
1560,0,0.00823161263917815,-0.0165134563282097,-0.0718290419328987,-0.182164550740491,-0.212207825559984,-0.237158796404885,-0.313835060196229,-0.15820171343411,-0.0676741577102467,-0.0259016278631831,-0.000491440414589706,-0.00672975936850551
1561,0,0.0454358574884206,-0.0284072155735736,-0.17560664053361,-0.267441382842453,-0.331468935899552,-0.388081675966383,-0.356085870945204,-0.189063448642503,-0.215338913507043,-0.169946972023349,-0.0971600473585137,-0.0933495557691242
1562,0,0.0110882251815179,-0.00880608472791922,-0.0543807068762661,-0.169011102269146,-0.185059704748966,-0.203546694282685,-0.305315739924133,-0.153218679115443,-0.0462141770528071,-0.00996115893857497,0.00495476195764732,-0.00867153881455651
